EXTERNAL/TSAI:  VERSION OF 8/8/96

RUNPLAN for CLAS hadronization experiment                               
 inclusive:                                                             
                                                                        
CLAS ALUMINUM                                                           
                                                                        

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = ( 13, 27);   avgA =  27.000; amuM= 26.978; avgM= 25.130
 targ= ordina; ttarg(rl)=0.01315; twall=0.00129; tbeam=0.00264; tspec=0.00000
         Nseg  =   2
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 1
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.540 22.167  3.32    6.68   23.63    4.72    0.02   28.37  0.752
   2.128  0.210 13.35    9.09   30.09    6.31    0.02   36.43 6.660E+01

  10.540 25.776  3.50   10.46   30.48    7.84    0.04   38.36  0.723
   1.667  0.210 14.03   14.61   39.30   10.49    0.04   49.82 4.247E+01

  10.540 31.584  3.69   19.10   43.40   15.35    0.06   58.81  0.680
   1.181  0.210 14.76   27.72   56.65   20.58    0.06   77.30 2.457E+01

  10.540 43.615  3.89   46.20   73.25   40.13    0.14  113.52  0.612
   0.669  0.210 15.51   70.99   96.85   53.99    0.14  150.98 1.140E+01

  10.540121.418  4.10  139.47  149.08  158.66   10.43  318.17  0.645
   0.128  0.210 16.31  225.84  208.76  245.15   18.53  472.44 1.802E+00

  10.540  6.260  1.03    1.59   -1.64    1.33    0.00   -0.31  0.867
   8.167  0.231  4.31    2.09   -3.47    1.73    0.00   -1.74 1.843E+04

  10.540  6.482  1.08    1.49   -1.28    1.25    0.00   -0.03  0.868
   8.037  0.231  4.49    1.97   -3.01    1.62    0.00   -1.38 1.531E+04

  10.540  6.714  1.14    1.40   -0.91    1.17    0.00    0.26  0.869
   7.899  0.230  4.69    1.85   -2.52    1.52    0.00   -1.00 1.268E+04

  10.540  6.960  1.20    1.32   -0.54    1.10    0.00    0.55  0.869
   7.754  0.230  4.90    1.75   -2.04    1.43    0.00   -0.61 1.048E+04

  10.540  7.220  1.27    1.25   -0.16    1.03    0.00    0.87  0.868
   7.601  0.230  5.13    1.65   -1.54    1.34    0.00   -0.20 8.641E+03

  10.540  7.495  1.34    1.19    0.22    0.97    0.00    1.19  0.867
   7.440  0.230  5.36    1.57   -1.04    1.27    0.00    0.23 7.107E+03

  10.540  7.788  1.41    1.14    0.62    0.91    0.00    1.53  0.864
   7.270  0.230  5.60    1.50   -0.52    1.20    0.00    0.68 5.829E+03

  10.540  8.099  1.49    1.10    1.03    0.86    0.00    1.89  0.861
   7.091  0.230  5.86    1.44    0.02    1.13    0.00    1.15 4.766E+03

  10.540  8.431  1.57    1.06    1.47    0.82    0.00    2.29  0.858
   6.902  0.230  6.13    1.39    0.60    1.08    0.00    1.68 3.882E+03

  10.540  8.788  1.66    1.04    1.95    0.79    0.00    2.74  0.854
   6.702  0.230  6.42    1.36    1.22    1.04    0.00    2.26 3.149E+03

  10.540  9.171  1.75    1.02    2.45    0.76    0.00    3.21  0.850
   6.492  0.230  6.73    1.34    1.89    1.00    0.00    2.89 2.543E+03

  10.540  9.585  1.85    1.02    3.00    0.74    0.00    3.74  0.845
   6.270  0.230  7.05    1.33    2.61    0.98    0.00    3.59 2.043E+03

  10.540 10.034  1.95    1.03    3.60    0.73    0.00    4.33  0.841
   6.036  0.230  7.39    1.34    3.39    0.97    0.00    4.36 1.631E+03

  10.540 10.524  2.05    1.05    4.25    0.73    0.00    4.98  0.836
   5.789  0.230  7.74    1.37    4.24    0.97    0.00    5.21 1.295E+03

  10.540 11.061  2.16    1.10    4.96    0.74    0.00    5.70  0.832
   5.528  0.230  8.12    1.42    5.17    0.98    0.00    6.16 1.020E+03

  10.540 11.655  2.28    1.16    5.73    0.76    0.00    6.50  0.827
   5.253  0.230  8.52    1.50    6.19    1.02    0.00    7.21 7.983E+02

  10.540 12.316  2.41    1.25    6.57    0.81    0.00    7.38  0.822
   4.964  0.230  8.94    1.61    7.30    1.07    0.00    8.37 6.195E+02

  10.540 13.060  2.54    1.38    7.51    0.87    0.00    8.39  0.818
   4.658  0.230  9.38    1.77    8.55    1.16    0.00    9.71 4.763E+02

  10.540 13.907  2.68    1.55    8.56    0.96    0.00    9.52  0.814
   4.336  0.230  9.84    1.99    9.93    1.28    0.00   11.22 3.625E+02

  10.540 14.883  2.83    1.78    9.76    1.10    0.00   10.86  0.809
   3.996  0.230 10.33    2.30   11.52    1.47    0.00   12.99 2.727E+02

  10.540 16.027  2.98    2.12   11.15    1.31    0.00   12.47  0.804
   3.637  0.230 10.85    2.73   13.38    1.75    0.00   15.13 2.024E+02

  10.540 17.399  3.14    2.60   12.82    1.63    0.00   14.45  0.798
   3.259  0.230 11.40    3.37   15.61    2.17    0.00   17.78 1.477E+02

  10.540 19.089  3.32    3.33   14.93    2.14    0.01   17.07  0.791
   2.860  0.230 11.98    4.36   18.42    2.85    0.01   21.28 1.056E+02

  10.540 21.252  3.50    4.50   17.77    3.00    0.01   20.79  0.777
   2.439  0.230 12.59    5.97   22.23    4.01    0.01   26.25 7.341E+01

  10.540 24.171  3.69    6.55   21.95    4.62    0.01   26.58  0.757
   1.996  0.230 13.22    8.88   27.82    6.17    0.01   34.00 4.901E+01

  10.540 28.455  3.89   10.69   29.08    8.10    0.02   37.20  0.726
   1.528  0.230 13.90   14.94   37.37   10.82    0.02   48.21 3.071E+01

  10.540 35.733  4.10   21.10   43.72   17.37    0.03   61.12  0.676
   1.034  0.230 14.62   30.83   57.01   23.24    0.03   80.28 1.708E+01

  10.540 53.127  4.33   60.52   82.34   54.38    0.12  136.84  0.594
   0.513  0.230 15.37   94.79  108.79   73.13    0.13  182.05 7.006E+00

  10.540  6.189  1.03    1.61   -3.06    1.35    0.00   -1.71  0.859
   8.357  0.251  3.95    2.12   -5.32    1.75    0.00   -3.57 2.031E+04

  10.540  6.402  1.08    1.51   -2.72    1.26    0.00   -1.46  0.862
   8.238  0.251  4.12    1.98   -4.88    1.64    0.00   -3.24 1.690E+04

  10.540  6.626  1.14    1.41   -2.37    1.18    0.00   -1.19  0.864
   8.111  0.251  4.30    1.86   -4.41    1.53    0.00   -2.88 1.403E+04

  10.540  6.862  1.20    1.32   -2.01    1.10    0.00   -0.91  0.865
   7.978  0.251  4.48    1.74   -3.95    1.43    0.00   -2.52 1.162E+04

  10.540  7.110  1.27    1.25   -1.64    1.03    0.00   -0.62  0.866
   7.837  0.250  4.68    1.64   -3.47    1.34    0.00   -2.13 9.601E+03

  10.540  7.373  1.34    1.17   -1.28    0.96    0.00   -0.32  0.865
   7.689  0.250  4.89    1.55   -2.99    1.26    0.00   -1.74 7.918E+03

  10.540  7.651  1.41    1.11   -0.90    0.90    0.00   -0.00  0.864
   7.532  0.250  5.11    1.46   -2.50    1.18    0.00   -1.32 6.514E+03

  10.540  7.945  1.49    1.06   -0.52    0.84    0.00    0.32  0.862
   7.367  0.250  5.34    1.39   -2.00    1.11    0.00   -0.90 5.345E+03

  10.540  8.258  1.57    1.01   -0.13    0.80    0.00    0.67  0.860
   7.193  0.250  5.59    1.33   -1.49    1.04    0.00   -0.44 4.374E+03

  10.540  8.592  1.66    0.97    0.27    0.75    0.00    1.03  0.856
   7.010  0.250  5.85    1.27   -0.96    0.99    0.00    0.03 3.569E+03

  10.540  8.950  1.75    0.94    0.71    0.71    0.00    1.43  0.853
   6.816  0.250  6.12    1.23   -0.39    0.94    0.00    0.55 2.900E+03

  10.540  9.333  1.84    0.92    1.17    0.68    0.00    1.86  0.849
   6.612  0.250  6.41    1.20    0.22    0.90    0.00    1.12 2.348E+03

  10.540  9.746  1.95    0.91    1.67    0.66    0.00    2.33  0.845
   6.397  0.250  6.71    1.19    0.87    0.87    0.00    1.74 1.891E+03

  10.540 10.193  2.05    0.91    2.22    0.64    0.00    2.86  0.841
   6.169  0.250  7.03    1.19    1.58    0.85    0.00    2.44 1.516E+03

  10.540 10.679  2.16    0.93    2.80    0.64    0.00    3.44  0.837
   5.930  0.250  7.37    1.20    2.34    0.84    0.00    3.19 1.208E+03

  10.540 11.210  2.28    0.95    3.43    0.64    0.00    4.07  0.833
   5.677  0.250  7.72    1.23    3.17    0.85    0.00    4.02 9.564E+02

  10.540 11.795  2.41    1.00    4.13    0.65    0.00    4.78  0.828
   5.410  0.250  8.10    1.28    4.09    0.86    0.00    4.95 7.521E+02

  10.540 12.444  2.54    1.06    4.88    0.67    0.00    5.55  0.824
   5.129  0.250  8.49    1.36    5.07    0.89    0.00    5.97 5.869E+02

  10.540 13.169  2.68    1.15    5.70    0.71    0.00    6.42  0.820
   4.833  0.250  8.91    1.47    6.16    0.95    0.00    7.10 4.542E+02

  10.540 13.989  2.83    1.28    6.62    0.77    0.00    7.39  0.814
   4.520  0.250  9.35    1.63    7.36    1.03    0.00    8.39 3.483E+02

  10.540 14.926  2.98    1.45    7.64    0.87    0.00    8.51  0.812
   4.190  0.250  9.82    1.85    8.72    1.15    0.00    9.87 2.643E+02

  10.540 16.015  3.14    1.69    8.80    1.01    0.00    9.81  0.808
   3.842  0.250 10.31    2.16   10.26    1.34    0.00   11.60 1.981E+02

  10.540 17.304  3.32    2.03   10.17    1.21    0.00   11.39  0.804
   3.475  0.250 10.82    2.60   12.07    1.62    0.00   13.69 1.464E+02

  10.540 18.865  3.50    2.53   11.82    1.54    0.00   13.37  0.799
   3.088  0.250 11.37    3.27   14.28    2.06    0.00   16.34 1.062E+02

  10.540 20.819  3.69    3.31   13.94    2.10    0.00   16.04  0.793
   2.680  0.250 11.94    4.31   17.10    2.79    0.00   19.89 7.531E+01

  10.540 23.372  3.89    4.62   16.89    3.08    0.01   19.97  0.780
   2.249  0.250 12.55    6.12   21.04    4.10    0.01   25.15 5.172E+01

  10.540 26.930  4.10    7.04   21.47    5.04    0.01   26.52  0.757
   1.795  0.250 13.19    9.57   27.17    6.72    0.01   33.89 3.384E+01

  10.540 32.435  4.33   12.42   30.00    9.70    0.01   39.71  0.720
   1.316  0.250 13.86   17.53   38.57   12.94    0.01   51.52 2.040E+01

  10.540 42.868  4.57   28.38   50.05   24.38    0.03   74.45  0.657
   0.811  0.250 14.57   42.32   65.36   32.57    0.03   97.96 1.038E+01

  10.540 79.742  4.82  111.02  111.06  108.34    1.01  220.40  0.569
   0.278  0.250 15.32  181.74  141.51  143.64    1.78  286.94 2.955E+00

  10.540  6.129  1.03    1.66   -4.37    1.37    0.00   -3.00  0.847
   8.520  0.271  3.64    2.17   -7.02    1.79    0.00   -5.24 2.204E+04

  10.540  6.336  1.08    1.54   -4.03    1.28    0.00   -2.75  0.851
   8.409  0.271  3.80    2.02   -6.58    1.67    0.00   -4.91 1.836E+04

  10.540  6.554  1.14    1.44   -3.70    1.19    0.00   -2.51  0.855
   8.292  0.271  3.96    1.89   -6.15    1.56    0.00   -4.59 1.526E+04

  10.540  6.781  1.20    1.34   -3.35    1.11    0.00   -2.24  0.857
   8.168  0.271  4.13    1.76   -5.69    1.45    0.00   -4.24 1.266E+04

  10.540  7.021  1.27    1.26   -3.00    1.04    0.00   -1.97  0.858
   8.038  0.271  4.30    1.65   -5.23    1.35    0.00   -3.88 1.048E+04

  10.540  7.273  1.34    1.18   -2.64    0.97    0.00   -1.68  0.859
   7.901  0.271  4.49    1.55   -4.76    1.26    0.00   -3.50 8.661E+03

  10.540  7.540  1.41    1.11   -2.28    0.90    0.00   -1.37  0.859
   7.756  0.271  4.69    1.45   -4.28    1.18    0.00   -3.11 7.139E+03

  10.540  7.821  1.49    1.05   -1.91    0.84    0.00   -1.07  0.858
   7.603  0.270  4.90    1.37   -3.81    1.10    0.00   -2.71 5.872E+03

  10.540  8.119  1.57    0.99   -1.54    0.79    0.00   -0.76  0.857
   7.442  0.270  5.12    1.30   -3.33    1.03    0.00   -2.30 4.819E+03

  10.540  8.436  1.66    0.94   -1.17    0.74    0.00   -0.43  0.855
   7.272  0.270  5.35    1.23   -2.84    0.97    0.00   -1.87 3.945E+03

  10.540  8.773  1.75    0.90   -0.78    0.69    0.00   -0.08  0.852
   7.092  0.270  5.60    1.18   -2.32    0.91    0.00   -1.41 3.220E+03

  10.540  9.133  1.84    0.87   -0.37    0.65    0.00    0.29  0.849
   6.903  0.270  5.86    1.13   -1.79    0.86    0.00   -0.93 2.620E+03

  10.540  9.519  1.95    0.84    0.06    0.62    0.00    0.68  0.846
   6.704  0.270  6.13    1.10   -1.23    0.82    0.00   -0.41 2.124E+03

  10.540  9.934  2.05    0.83    0.52    0.60    0.00    1.12  0.842
   6.494  0.270  6.42    1.08   -0.63    0.79    0.00    0.16 1.714E+03

  10.540 10.383  2.16    0.82    1.02    0.58    0.00    1.59  0.838
   6.272  0.270  6.72    1.07    0.02    0.76    0.00    0.78 1.377E+03

  10.540 10.869  2.28    0.83    1.55    0.56    0.00    2.12  0.834
   6.038  0.270  7.05    1.07    0.72    0.75    0.00    1.47 1.101E+03

  10.540 11.400  2.41    0.85    2.13    0.56    0.00    2.69  0.830
   5.791  0.270  7.38    1.09    1.48    0.74    0.00    2.22 8.744E+02

  10.540 11.982  2.54    0.88    2.76    0.56    0.00    3.32  0.826
   5.531  0.270  7.74    1.12    2.30    0.75    0.00    3.04 6.901E+02

  10.540 12.625  2.68    0.93    3.45    0.58    0.00    4.02  0.823
   5.256  0.270  8.12    1.18    3.20    0.77    0.00    3.96 5.409E+02

  10.540 13.342  2.83    1.00    4.20    0.60    0.00    4.80  0.818
   4.966  0.270  8.51    1.26    4.18    0.80    0.00    4.98 4.207E+02

  10.540 14.148  2.98    1.09    5.01    0.64    0.00    5.65  0.815
   4.661  0.270  8.93    1.38    5.25    0.86    0.00    6.11 3.243E+02

  10.540 15.065  3.14    1.22    5.90    0.71    0.00    6.61  0.811
   4.339  0.270  9.37    1.55    6.42    0.94    0.00    7.37 2.476E+02

  10.540 16.123  3.32    1.41    6.93    0.81    0.00    7.74  0.808
   3.999  0.270  9.84    1.78    7.79    1.07    0.00    8.86 1.870E+02

  10.540 17.363  3.50    1.66    8.10    0.95    0.00    9.05  0.805
   3.641  0.270 10.33    2.11    9.33    1.26    0.00   10.59 1.393E+02

  10.540 18.849  3.69    2.04    9.48    1.18    0.00   10.66  0.801
   3.263  0.270 10.85    2.59   11.16    1.57    0.00   12.73 1.022E+02

  10.540 20.681  3.89    2.60   11.20    1.56    0.00   12.76  0.798
   2.864  0.270 11.39    3.34   13.45    2.07    0.00   15.52 7.343E+01

  10.540 23.025  4.10    3.52   13.47    2.22    0.00   15.70  0.793
   2.443  0.270 11.97    4.57   16.48    2.95    0.00   19.43 5.134E+01

  10.540 26.189  4.33    5.13   16.77    3.48    0.01   20.26  0.778
   2.000  0.270 12.58    6.82   20.88    4.63    0.01   25.52 3.448E+01

  10.540 30.834  4.56    8.46   22.44    6.28    0.01   28.73  0.750
   1.532  0.270 13.22   11.62   28.45    8.35    0.01   36.81 2.174E+01

  10.540 38.731  4.82   17.09   34.61   14.07    0.01   48.69  0.701
   1.039  0.270 13.89   24.62   44.67   18.74    0.01   63.42 1.217E+01

  10.540 57.650  5.08   52.25   70.69   47.77    0.05  118.51  0.615
   0.518  0.270 14.61   81.07   92.49   63.78    0.05  156.32 5.042E+00

  10.540  6.080  1.03    1.71   -5.60    1.43    0.00   -4.18  0.847
   8.659  0.291  3.38    2.23   -8.61    1.86    0.00   -6.76 2.360E+04

  10.540  6.281  1.08    1.60   -5.27    1.33    0.00   -3.95  0.849
   8.556  0.291  3.52    2.08   -8.18    1.73    0.00   -6.45 1.968E+04

  10.540  6.493  1.14    1.48   -4.93    1.23    0.00   -3.70  0.850
   8.447  0.291  3.67    1.94   -7.73    1.61    0.00   -6.13 1.638E+04

  10.540  6.714  1.20    1.38   -4.60    1.14    0.00   -3.45  0.851
   8.332  0.291  3.82    1.81   -7.29    1.49    0.00   -5.80 1.360E+04

  10.540  6.946  1.27    1.29   -4.25    1.06    0.00   -3.19  0.850
   8.211  0.291  3.98    1.68   -6.84    1.38    0.00   -5.46 1.128E+04

  10.540  7.191  1.34    1.20   -3.89    0.98    0.00   -2.91  0.851
   8.083  0.291  4.15    1.57   -6.38    1.29    0.00   -5.10 9.332E+03

  10.540  7.448  1.41    1.12   -3.54    0.91    0.00   -2.63  0.852
   7.948  0.291  4.33    1.47   -5.92    1.20    0.00   -4.72 7.705E+03

  10.540  7.718  1.49    1.05   -3.19    0.85    0.00   -2.34  0.852
   7.806  0.291  4.52    1.38   -5.45    1.11    0.00   -4.34 6.347E+03

  10.540  8.005  1.57    0.99   -2.82    0.79    0.00   -2.04  0.851
   7.656  0.291  4.72    1.29   -4.98    1.04    0.00   -3.95 5.217E+03

  10.540  8.307  1.66    0.93   -2.46    0.73    0.00   -1.73  0.850
   7.498  0.291  4.93    1.22   -4.51    0.97    0.00   -3.55 4.280E+03

  10.540  8.629  1.75    0.88   -2.10    0.69    0.00   -1.41  0.848
   7.331  0.290  5.15    1.15   -4.04    0.90    0.00   -3.13 3.503E+03

  10.540  8.971  1.85    0.84   -1.73    0.64    0.00   -1.09  0.846
   7.155  0.290  5.39    1.10   -3.55    0.85    0.00   -2.71 2.860E+03

  10.540  9.336  1.95    0.81   -1.34    0.60    0.00   -0.73  0.843
   6.969  0.290  5.64    1.05   -3.04    0.80    0.00   -2.25 2.328E+03

  10.540  9.727  2.05    0.78   -0.93    0.57    0.00   -0.36  0.840
   6.773  0.290  5.90    1.01   -2.51    0.75    0.00   -1.75 1.889E+03

  10.540 10.146  2.16    0.76   -0.50    0.54    0.00    0.04  0.837
   6.567  0.290  6.17    0.99   -1.95    0.72    0.00   -1.23 1.526E+03

  10.540 10.599  2.28    0.75   -0.04    0.52    0.00    0.49  0.833
   6.349  0.290  6.46    0.97   -1.34    0.69    0.00   -0.65 1.228E+03

  10.540 11.089  2.41    0.75    0.46    0.51    0.00    0.97  0.829
   6.119  0.290  6.77    0.97   -0.69    0.67    0.00   -0.02 9.832E+02

  10.540 11.623  2.54    0.76    1.00    0.50    0.00    1.50  0.825
   5.877  0.290  7.09    0.98    0.00    0.66    0.00    0.66 7.829E+02

  10.540 12.207  2.68    0.79    1.58    0.50    0.00    2.08  0.822
   5.621  0.290  7.43    1.00    0.77    0.66    0.00    1.42 6.197E+02

  10.540 12.851  2.83    0.82    2.22    0.50    0.00    2.72  0.818
   5.351  0.290  7.79    1.04    1.59    0.67    0.00    2.26 4.872E+02

  10.540 13.567  2.98    0.88    2.90    0.52    0.00    3.42  0.814
   5.067  0.290  8.17    1.11    2.49    0.69    0.00    3.18 3.802E+02

  10.540 14.369  3.14    0.96    3.65    0.55    0.00    4.20  0.811
   4.767  0.290  8.57    1.20    3.47    0.73    0.00    4.20 2.943E+02

  10.540 15.278  3.32    1.06    4.47    0.59    0.00    5.06  0.808
   4.451  0.290  8.99    1.33    4.55    0.79    0.00    5.34 2.257E+02

  10.540 16.320  3.50    1.21    5.39    0.67    0.00    6.05  0.804
   4.117  0.290  9.44    1.51    5.75    0.88    0.00    6.64 1.714E+02

  10.540 17.536  3.69    1.41    6.43    0.77    0.00    7.20  0.802
   3.765  0.290  9.91    1.77    7.12    1.03    0.00    8.15 1.285E+02

  10.540 18.982  3.89    1.71    7.63    0.94    0.00    8.57  0.801
   3.394  0.290 10.40    2.14    8.72    1.25    0.00    9.97 9.492E+01

  10.540 20.745  4.10    2.14    9.10    1.22    0.00   10.32  0.799
   3.002  0.290 10.92    2.71   10.66    1.61    0.00   12.28 6.884E+01

  10.540 22.970  4.33    2.84   10.97    1.69    0.00   12.66  0.796
   2.589  0.290 11.47    3.63   13.16    2.24    0.00   15.40 4.871E+01

  10.540 25.913  4.57    4.02   13.58    2.59    0.00   16.17  0.791
   2.154  0.290 12.05    5.25   16.63    3.43    0.00   20.06 3.327E+01

  10.540 30.094  4.81    6.35   17.77    4.49    0.01   22.26  0.772
   1.694  0.290 12.67    8.54   22.21    5.96    0.01   28.17 2.156E+01

  10.540 36.785  5.08   11.91   25.94    9.41    0.01   35.36  0.733
   1.210  0.290 13.31   16.72   33.08   12.50    0.01   45.60 1.270E+01

  10.540 50.477  5.36   31.13   48.81   27.67    0.02   76.50  0.661
   0.699  0.290 13.99   46.67   63.37   36.80    0.02  100.20 6.079E+00

  10.540132.670  5.66  144.26  137.02  165.28    0.46  302.76  0.638
   0.160  0.291 14.70  235.10  192.72  242.44    0.69  435.85 1.155E+00

  10.540  6.037  1.03    1.79   -6.79    1.51    0.00   -5.28  0.857
   8.781  0.311  3.15    2.33  -10.14    1.96    0.00   -8.18 2.498E+04

  10.540  6.235  1.08    1.66   -6.43    1.40    0.00   -5.02  0.859
   8.685  0.311  3.28    2.17   -9.67    1.82    0.00   -7.85 2.085E+04

  10.540  6.441  1.14    1.54   -6.11    1.30    0.00   -4.81  0.859
   8.583  0.311  3.41    2.01   -9.24    1.69    0.00   -7.56 1.736E+04

  10.540  6.657  1.20    1.43   -5.75    1.20    0.00   -4.55  0.860
   8.475  0.311  3.55    1.87   -8.78    1.56    0.00   -7.21 1.444E+04

  10.540  6.884  1.27    1.33   -5.41    1.11    0.00   -4.30  0.859
   8.362  0.311  3.70    1.74   -8.34    1.45    0.00   -6.89 1.198E+04

  10.540  7.121  1.34    1.24   -5.06    1.03    0.00   -4.03  0.858
   8.242  0.311  3.85    1.62   -7.88    1.34    0.00   -6.54 9.924E+03

  10.540  7.370  1.41    1.15   -4.72    0.95    0.00   -3.77  0.857
   8.116  0.311  4.02    1.51   -7.43    1.24    0.00   -6.19 8.204E+03

  10.540  7.632  1.49    1.07   -4.36    0.88    0.00   -3.49  0.855
   7.983  0.311  4.19    1.40   -6.98    1.15    0.00   -5.83 6.768E+03

  10.540  7.909  1.57    1.00   -4.00    0.81    0.00   -3.19  0.853
   7.842  0.311  4.37    1.31   -6.50    1.06    0.00   -5.44 5.571E+03

  10.540  8.200  1.66    0.94   -3.65    0.75    0.00   -2.90  0.850
   7.694  0.311  4.56    1.23   -6.05    0.98    0.00   -5.06 4.576E+03

  10.540  8.509  1.75    0.88   -3.30    0.69    0.00   -2.60  0.847
   7.538  0.310  4.76    1.15   -5.58    0.91    0.00   -4.67 3.751E+03

  10.540  8.837  1.85    0.84   -2.95    0.64    0.00   -2.30  0.843
   7.374  0.311  4.98    1.09   -5.12    0.85    0.00   -4.28 3.068E+03

  10.540  9.185  1.95    0.79   -2.58    0.60    0.00   -1.98  0.841
   7.200  0.310  5.20    1.03   -4.65    0.79    0.00   -3.86 2.504E+03

  10.540  9.556  2.05    0.76   -2.21    0.56    0.00   -1.65  0.837
   7.017  0.310  5.44    0.98   -4.16    0.74    0.00   -3.42 2.038E+03

  10.540  9.953  2.16    0.73   -1.82    0.53    0.00   -1.29  0.834
   6.823  0.310  5.69    0.95   -3.65    0.70    0.00   -2.95 1.654E+03

  10.540 10.379  2.28    0.71   -1.41    0.50    0.00   -0.91  0.831
   6.620  0.310  5.95    0.92   -3.12    0.66    0.00   -2.46 1.337E+03

  10.540 10.838  2.41    0.70   -0.97    0.48    0.00   -0.50  0.827
   6.405  0.310  6.23    0.90   -2.55    0.63    0.00   -1.92 1.077E+03

  10.540 11.335  2.54    0.69   -0.50    0.46    0.00   -0.04  0.823
   6.178  0.310  6.53    0.89   -1.94    0.61    0.00   -1.33 8.634E+02

  10.540 11.875  2.68    0.70    0.00    0.45    0.00    0.45  0.819
   5.939  0.310  6.84    0.89   -1.28    0.59    0.00   -0.69 6.886E+02

  10.540 12.465  2.83    0.72    0.55    0.44    0.00    0.99  0.815
   5.687  0.310  7.16    0.91   -0.58    0.59    0.00    0.01 5.460E+02

  10.540 13.115  2.98    0.75    1.14    0.44    0.00    1.58  0.812
   5.421  0.310  7.51    0.94    0.19    0.59    0.00    0.78 4.302E+02

  10.540 13.835  3.14    0.79    1.78    0.46    0.00    2.23  0.809
   5.140  0.310  7.87    0.99    1.03    0.60    0.00    1.63 3.366E+02

  10.540 14.641  3.32    0.85    2.48    0.48    0.00    2.95  0.805
   4.844  0.310  8.25    1.07    1.94    0.63    0.00    2.57 2.613E+02

  10.540 15.551  3.50    0.94    3.24    0.51    0.00    3.75  0.801
   4.532  0.310  8.66    1.17    2.94    0.68    0.00    3.61 2.011E+02

  10.540 16.591  3.69    1.06    4.08    0.56    0.00    4.64  0.800
   4.203  0.310  9.08    1.32    4.04    0.75    0.00    4.79 1.532E+02

  10.540 17.800  3.89    1.23    5.03    0.65    0.00    5.68  0.798
   3.855  0.310  9.54    1.53    5.29    0.86    0.00    6.15 1.154E+02

  10.540 19.229  4.10    1.48    6.11    0.78    0.00    6.89  0.797
   3.489  0.310 10.01    1.84    6.73    1.03    0.00    7.76 8.568E+01

  10.540 20.960  4.33    1.83    7.41    0.99    0.00    8.40  0.797
   3.103  0.310 10.51    2.29    8.43    1.31    0.00    9.74 6.251E+01

  10.540 23.124  4.56    2.39    9.04    1.35    0.00   10.39  0.796
   2.695  0.310 11.04    3.02   10.60    1.79    0.00   12.39 4.460E+01

  10.540 25.948  4.82    3.32   11.22    2.02    0.00   13.25  0.795
   2.266  0.310 11.59    4.27   13.50    2.68    0.00   16.18 3.079E+01

  10.540 29.879  5.08    5.10   14.58    3.44    0.00   18.03  0.788
   1.812  0.310 12.18    6.74   17.97    4.57    0.00   22.54 2.029E+01

  10.540 35.947  5.36    9.14   20.82    6.96    0.01   27.78  0.756
   1.334  0.310 12.80   12.58   26.24    9.23    0.01   35.48 1.233E+01

  10.540 47.383  5.65   21.87   36.92   18.97    0.01   55.90  0.695
   0.830  0.310 13.45   31.99   47.52   25.17    0.01   72.70 6.344E+00

  10.540 87.040  5.96  100.12  101.47   98.75    0.27  200.48  0.584
   0.298  0.310 14.14  160.67   97.08  111.14    0.44  208.66 1.894E+00

  10.540  6.001  1.03    1.89   -7.86    1.62    0.00   -6.23  0.868
   8.888  0.331  2.95    2.46  -11.50    2.09    0.00   -9.41 2.606E+04

  10.540  6.195  1.08    1.75   -7.58    1.50    0.00   -6.09  0.869
   8.797  0.331  3.07    2.27  -11.13    1.94    0.00   -9.19 2.182E+04

  10.540  6.397  1.14    1.62   -7.25    1.38    0.00   -5.86  0.870
   8.702  0.331  3.19    2.11  -10.69    1.79    0.00   -8.90 1.821E+04

  10.540  6.609  1.20    1.50   -6.87    1.28    0.00   -5.59  0.870
   8.601  0.331  3.31    1.95  -10.21    1.66    0.00   -8.56 1.516E+04

  10.540  6.830  1.27    1.39   -6.51    1.18    0.00   -5.33  0.869
   8.494  0.331  3.45    1.81   -9.74    1.53    0.00   -8.21 1.259E+04

  10.540  7.061  1.34    1.29   -6.16    1.09    0.00   -5.07  0.868
   8.382  0.331  3.59    1.68   -9.29    1.41    0.00   -7.88 1.044E+04

  10.540  7.304  1.41    1.20   -5.81    1.00    0.00   -4.81  0.866
   8.263  0.331  3.74    1.56   -8.84    1.30    0.00   -7.53 8.634E+03

  10.540  7.559  1.49    1.11   -5.48    0.92    0.00   -4.55  0.864
   8.138  0.331  3.90    1.45   -8.40    1.20    0.00   -7.19 7.131E+03

  10.540  7.827  1.57    1.03   -5.12    0.85    0.00   -4.27  0.861
   8.006  0.331  4.06    1.34   -7.93    1.11    0.00   -6.83 5.876E+03

  10.540  8.110  1.66    0.96   -4.77    0.78    0.00   -3.99  0.858
